title,avg_rating,voted_by,genre
Himalayan River Operator Nepal - Private Day Tours,5.0,17,Private Tours
Chitwan National Park Jungle Safari,4.5,3,Multi-day Tours • Private Tours
Himalayan Local Guide,5.0,7,Hiking & Camping Tours
Rousing Adventure,5.0,4,Historical & Heritage Tours • Eco Tours
Ramdung Trek and Expedition - Private Day Tours,5.0,15,Hiking & Camping Tours • Private Tours
Himalayan Yatri Trekking,5.0,3,Multi-day Tours • Hiking & Camping Tours
Nature House Treks & Expedition - Day Tour to Shivapuri,5.0,5,Nature & Wildlife Tours
Himalayan Cooking School,5.0,3,Lessons & Workshops • Cooking Classes
Mount Summit Treks,5.0,2,Multi-day Tours • Cultural Tours
Go Bungy Nepal,5.0,2,Climbing Tours
Sherpa Himalaya Treks & Expedition Pvt Ltd,5.0,3,Multi-day Tours • Climbing Tours
Himalayan Aster Treks,5.0,27,Multi-day Tours • Hiking & Camping Tours
Active Everest Trek & Expeditions,5.0,3,Multi-day Tours • Eco Tours
Yuai Clinic,4.5,5,Spas
Massage,5.0,64,Spas
Clear Line Travel and Tours,5.0,4,Cultural Tours • Bike Tours
Manaslu Expert,5.0,2,Safaris • Ski & Snow Tours
Om Cashmere and Pashmina Land,5.0,4,Speciality & Gift Shops
Happy Feet Travel,5.0,4,River Rafting & Tubing
Cartipur,5.0,12,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
ROBINSON CRUSOE HOLIDAYS,5.0,2,Parasailing & Paragliding • City Tours
Himalayan Glory Travels and Tours - Day Tours Kathmandu,5.0,4,City Tours • Historical & Heritage Tours
Nepal Tourism Adventure Private limited,5.0,12,Parasailing & Paragliding • City Tours
Trekking Explore Nepal,5.0,3,City Tours • Multi-day Tours
Scenic Mountain Travels & Tours,5.0,4,Nature & Wildlife Tours
Om Shanti Spa,5.0,2,Paint & Pottery Studios
Legend's Khukuri Gallery,5.0,4,Speciality & Gift Shops
Ayatana Spa,4.0,7,Spas
Alpine Exodus,5.0,3,River Rafting & Tubing • Hiking & Camping Tours
Snow Peak Tour & Travels,5.0,2,Multi-day Tours • Taxis & Shuttles
A One Treks,5.0,2,Multi-day Tours • Safaris
Holiday Tours Nepal,5.0,2,Multi-day Tours • Climbing Tours
IN -OUTDOOR Trekking,5.0,2,Walking Tours • Hiking & Camping Tours
Osho Divine Zone,4.5,27,Yoga & Pilates
Windhorse Stables,4.5,4,Horseback Riding Tours
Nepal Himalayas Trekking,5.0,2,Multi-day Tours • Canyoning & Rappelling Tours
Nepal Authentic Treks & Expeditions,5.0,2,Multi-day Tours • Safaris
Nepal Rudraksha (Himalaya Rudraksha Bhandar),5.0,2,Speciality & Gift Shops
Touching The Void Trekking Nepal,4.0,8,City Tours • Multi-day Tours
Car Hub Nepal,5.0,3,Bus Services • Taxis & Shuttles
Old House Cafe,4.0,12,Bars & Clubs
Off Road Nepal PvtLtd,5.0,2,"4WD, ATV & Off-Road Tours • Adrenaline & Extreme Tours"
Nepal Handloom Silk industry,5.0,4,Speciality & Gift Shops
Explore Holy Buddha’s Birth Place - Lumbini,5.0,2,Multi-day Tours • Hiking & Camping Tours
Himalaya Treks Nepal,4.5,3,Helicopter Tours • Bike Tours
Global Axis Travels,5.0,4,Sightseeing Tours
Chandika Homestay,5.0,2,Day Trips
Sonu Tours and Travels pvt ltd,5.0,2,Multi-day Tours • Taxis & Shuttles
HourGlass,5.0,2,Speciality & Gift Shops
Patan Industrial Estate,4.5,6,Speciality & Gift Shops
Evergreen Adventure Nepal,5.0,4,Hiking & Camping Tours • Private Tours
Farouttrek,4.5,13,Multi-day Tours • Cultural Tours
Rupakot Holidays,5.0,2,City Tours • Cultural Tours
Boundless Adventure PLtd,5.0,2,Multi-day Tours • Taxis & Shuttles
Happy Feet Reflexology,5.0,2,Escape Games • Taxis & Shuttles
Simrik Air,4.5,3,Helicopter Tours • Air Tours
Climbing Himalaya,5.0,2,Canyoning & Rappelling Tours • Ski & Snow Tours
Best Treks Nepal PLtd,5.0,2,Multi-day Tours • River Rafting & Tubing
Cinema Under The Moon,4.5,5,Movie Theaters
Heaven Nepal,5.0,2,Eco Tours • Hiking & Camping Tours
Native Everest Treks Pvt Ltd,5.0,2,Multi-day Tours • Canyoning & Rappelling Tours
Rhitu Saugat,5.0,3,Speciality & Gift Shops
Mission Nepal Holiday - Day Tour,5.0,2,Sightseeing Tours
Anil Manandhar,5.0,2,"4WD, ATV & Off-Road Tours • Safaris"
Lead Nepal Treks Pvt  Ltd,5.0,2,"4WD, ATV & Off-Road Tours • Safaris"
PersijsNET,5.0,2,Canyoning & Rappelling Tours • Taxis & Shuttles
Trek Through Nepal,5.0,2,Parasailing & Paragliding • City Tours
Snowy Dream World Treks & Expeditions,5.0,2,Hiking & Camping Tours
Rejoice Spa,5.0,6,Spas
Moonline Tours,5.0,2,Multi-day Tours • Safaris
Mowgli's Eco Adventure,5.0,2,Eco Tours • Photography Tours
Manaslu Base Camp Trek,5.0,2,Multi-day Tours • Adrenaline & Extreme Tours
Adventure Mila Travels & Trekking,5.0,2,City Tours • Helicopter Tours
Indreni Nepal Trekking,5.0,2,Parasailing & Paragliding • River Rafting & Tubing
Life & Journey Tour & Adventure Pvt Ltd,5.0,2,"4WD, ATV & Off-Road Tours • Safaris"
Langtang Treks Nepal,5.0,2,Multi-day Tours • Safaris
Buddha Paragliding,5.0,2,Parasailing & Paragliding • River Rafting & Tubing
Gratitude Travels,5.0,2,Walking Tours • Climbing Tours
Nepal International Treks,5.0,2,Adrenaline & Extreme Tours • Private Tours
Pure Nepal Home Made Spices & Tea Center,4.5,4,Coffee & Tea Tours
Transport in Nepal,5.0,2,Taxis & Shuttles
Yakky Tours,5.0,2,Multi-day Tours • Private Tours
Eco Foot Spa,5.0,2,Multi-day Tours • Adrenaline & Extreme Tours
Lowa Art Gallery & Book Shop,5.0,2,Speciality & Gift Shops • Art Galleries
Helicopter Tours Nepal,5.0,2,Parasailing & Paragliding • Helicopter Tours
Himalayan Range International Treks & Expedition,5.0,6,Multi-day Tours • Climbing Tours
Malka Travel and Tours,5.0,2,Multi-day Tours • Safaris
Apsara Treks,5.0,13,Multi-day Tours • Cultural Tours
Wild Stone Adventure,5.0,3,Other Outdoor Activities
Rossfit Optimising Performance,5.0,2,Multi-day Tours • Hiking & Camping Tours
Glance Himalaya Tours,5.0,2,City Tours • Multi-day Tours
iexperiencelocal,5.0,2,Multi-day Tours • Coffee & Tea Tours
Solukhumbu Treks and Expedition,5.0,2,Walking Tours • Hiking & Camping Tours
Far Above The Clouds,5.0,2,Multi-day Tours • Sightseeing Tours
Holiday Mountain Treks & Expedition,5.0,2,Sightseeing Tours • Day Trips
Himganga Treks and Expedition,5.0,2,Multi-day Tours • Climbing Tours
Everest Base Camp Helicopter Tour,5.0,2,Helicopter Tours
Mount Putha Adventure,5.0,2,Hiking & Camping Tours
Lifetime Nepal Treks and Tours Pvt Ldt,4.0,4,City Tours • Multi-day Tours
Nepal Vacation P ltd,5.0,2,Multi-day Tours • Taxis & Shuttles
Simrik Real Nepal Treks & Expeditions,4.5,74,Cultural Tours • Historical & Heritage Tours
Heli Air Nepal,4.5,18,Helicopter Tours • Sightseeing Tours
Tibet Tours Nepal,5.0,2,City Tours • Cultural Tours
Visit Subhakamana Travels & Tours,4.5,2,"Parasailing & Paragliding • 4WD, ATV & Off-Road Tours"
Wanderlust Himalaya Adventures,5.0,2,Multi-day Tours • Safaris
VinyasaNepal,5.0,6,Yoga & Pilates
Kathmandu Day Tours,5.0,4,Sightseeing Tours
Majestic Travel and Tours,5.0,3,River Rafting & Tubing • Private Tours
Precious Adventures,5.0,2,City Tours • Multi-day Tours
Escape Nepal Holidays,5.0,3,Multi-day Tours • Walking Tours
Astha Adventure Treks & Expedition,5.0,6,Multi-day Tours • Safaris
GoNepalaya_treks_& expedition_pvtltd,5.0,2,Parasailing & Paragliding • Multi-day Tours
Absolute Himalaya Treks & Expedition Pvt Ltd,5.0,2,Hiking & Camping Tours
Leisure Aim Travels & Tours,5.0,2,City Tours • Cultural Tours
GoNepal,5.0,2,Multi-day Tours • Hiking & Camping Tours
Nepal viaje,5.0,3,Hiking & Camping Tours
Himalayan Waves Trekking,5.0,2,Multi-day Tours • Sightseeing Tours
Exploring Nature Adventure,5.0,2,Parasailing & Paragliding • Canyoning & Rappelling Tours
The Tour Trek Travel Nepal,5.0,2,Walking Tours • Eco Tours
Everest Adventures Team,5.0,2,Climbing Tours • Hiking & Camping Tours
Mountain Spirit Adventure,5.0,2,Multi-day Tours • Hiking & Camping Tours
Jomsom Trekking,5.0,2,Multi-day Tours • Hiking & Camping Tours
Magical Trekkers,5.0,6,Multi-day Tours • Cultural Tours
Chetana Women Skill Development Project,5.0,2,Speciality & Gift Shops
The Classic Outdoors,5.0,45,Multi-day Tours • Hiking & Camping Tours
Gold Mountain Nepal Treks & Expeditions,5.0,2,Multi-day Tours • Climbing Tours
Seven Summit Treks,4.0,4,Multi-day Tours • Climbing Tours
Tea House Trek,4.0,5,Multi-day Tours • Safaris
Nepal Guide Service,5.0,2,Multi-day Tours • Hiking & Camping Tours
Nepal Trekking Trails,5.0,2,Cultural Tours • Historical & Heritage Tours
Saping Siddhi Ganesh Temple,4.5,2,Religious Sites
New Grand Art Inn,5.0,2,Speciality & Gift Shops
Nepal Alsace Treks & Expedition,5.0,11,City Tours • Multi-day Tours
Tour HQ,5.0,2,City Tours • Cultural Tours
Sansui Treks & Expedition,5.0,2,Climbing Tours • Hiking & Camping Tours
Himalaya Orthodox Organic Tea Nepal,5.0,2,Speciality & Gift Shops
Sky Riders Paragliding,5.0,2,Parasailing & Paragliding
Sinja Valley,4.5,2,Cultural Tours • Historical & Heritage Tours
Nepal Trekking in Himalayas Pvt Ltd,4.0,29,Multi-day Tours • Cultural Tours
Peregrine Treks and Expeditions,5.0,2,Helicopter Tours
Fewa Pashmina,5.0,2,Speciality & Gift Shops
Linh Son Monastery,4.0,4,Escape Games • Points of Interest & Landmarks
New Era Holidays Treks and Expedition,5.0,2,City Tours • Multi-day Tours
Happy Hari Trek & Expeditions,5.0,2,Multi-day Tours • Hiking & Camping Tours
Pokhara Paragliding,5.0,2,Parasailing & Paragliding • Adrenaline & Extreme Tours
Monalisa Exclusive Textiles,4.5,2,Day Trips
Oriental Holidays,4.5,2,City Tours • Multi-day Tours
Himalaya Hikes Pvt Ltd,5.0,2,Hiking & Camping Tours • Private Tours
bungamati bike shop,4.5,2,Taxis & Shuttles • Bike Tours
Apex Nepal Adventure Pvt Ltd Day Tours,5.0,4,Sightseeing Tours
Community Action Treks,5.0,2,Cultural Tours • Hiking & Camping Tours
Sealinks Holidays PvtLtd,4.5,2,Multi-day Tours • Cultural Tours
Spiritual Excursion,5.0,2,Cultural Tours • Climbing Tours
Ethic Himalaya Treks & Expedition,4.5,10,City Tours • Cultural Tours
Nepal Holiday,4.5,2,Hiking & Camping Tours
Lhasa Gift House,5.0,2,Speciality & Gift Shops • Antique Shops
Alpine Excursion Treks and Expedition,5.0,11,City Tours • Cultural Tours
Tour in Kathmandu - Day Tours,5.0,2,Sightseeing Tours
Pokhara Adrenaline Paragliding,5.0,5,Parasailing & Paragliding • Helicopter Tours
Parahike,5.0,2,Parasailing & Paragliding
Nepal Jang Treks & Expedition,5.0,2,River Rafting & Tubing • Zipline & Aerial Adventure Parks
Serenity Tours and Treks,4.5,2,City Tours • Bike Tours
Visit Nepal 2020,4.0,4,Multi-day Tours • Helicopter Tours
Mikes Place,3.5,6,Bars & Clubs
Gothic Rave,4.5,14,Bars & Clubs • Dance Clubs & Discos
Nepal Kumari,4.0,4,Speciality & Gift Shops
Sunrise Export,5.0,2,Speciality & Gift Shops
Ananda Wellness Center,5.0,5,Spas
Chito Ramro Laundry,5.0,1,Adrenaline & Extreme Tours
Babai Resort Bardia National Park,5.0,1,Safaris • Private Tours
New Grand Art Inn Pashmina Store,4.5,2,Speciality & Gift Shops
Trekking Top Nepal,5.0,5,Parasailing & Paragliding • Multi-day Tours
Bochi-Bochi Treks PvtLtd,5.0,1,Coffee & Tea Tours • Food Tours
The Cliff Pvt Ltd,5.0,1,Other Outdoor Activities • Hiking Trails
Back Streets of Kathmandu,4.5,2,Sightseeing Tours
Two Parrot Apparels,5.0,1,Speciality & Gift Shops
Ride and Dare Motorcycle Club,5.0,1,Multi-day Tours • Adrenaline & Extreme Tours
Gorkha Treks,5.0,5,Multi-day Tours • Historical & Heritage Tours
Malla Treks,5.0,5,Climbing Tours • Hiking & Camping Tours
Aventura Trek Nepal,5.0,1,Multi-day Tours • Climbing Tours
Skybuzz Travels and Tour Nepal,5.0,1,Multi-day Tours • Coffee & Tea Tours
Tours & Treks Mountain Nepal - Day Tours,5.0,2,City Tours • Cultural Tours
Shilpee Theatre Nepal,5.0,1,Theaters • Theatre & Performances
Apoorva Tours & Travels,5.0,1,City Tours • Multi-day Tours
Gems Paradise,5.0,2,Speciality & Gift Shops
Timbung Pokhari,5.0,1,Points of Interest & Landmarks • Religious Sites
MD Adventure Travel & Tours Pvt Ltd,5.0,1,"Canyoning & Rappelling Tours • 4WD, ATV & Off-Road Tours"
Snow Bank Adventure,5.0,1,Multi-day Tours • Walking Tours
"Osho Vision Tours & Travels Pvt,Ltd",5.0,1,Multi-day Tours • Sightseeing Tours
Curio Concern,5.0,2,Speciality & Gift Shops
Honest Tours,5.0,1,Parasailing & Paragliding • City Tours
Himalaya Trek Adventure,5.0,1,"Parasailing & Paragliding • 4WD, ATV & Off-Road Tours"
Offroad Nepal,5.0,1,Motorcycle Trails
Core Adventure Kathmandu Private Day tour,5.0,18,Private Tours
Outlandish Adventure Nepal - Day Adventures,4.5,4,Other Outdoor Activities
Sparadise Spa & Salon,5.0,1,Spas
Adventure Outdoor Excursion,5.0,1,City Tours • Multi-day Tours
Rudraksha Nepal,5.0,1,Speciality & Gift Shops
Everest Helicopter  Tour Nepal,5.0,1,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
NATURE TREASURY TREKS & TOURS,5.0,1,Multi-day Tours • Cultural Tours
Balmiki Dham,5.0,1,Religious Sites
Pumori Journeys,5.0,1,Parasailing & Paragliding • Multi-day Tours
Visit Pashupati,N,0,City Tours • Cultural Tours
Shakti Punj,5.0,1,Yoga & Pilates
Vivaan Adventure Pvt Ltd,5.0,1,Multi-day Tours • Private Tours
Himalayanrandonner,N,0,Multi-day Tours • Safaris
Nepal Travel Advisor Guide,5.0,1,Multi-day Tours • Private Tours
Nepal Tourism Package,5.0,1,City Tours • Multi-day Tours
Ghale Treks - Private Day Tours,4.5,4,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Stand Up Paddle Begnas,5.0,2,Surfing & Windsurfing
Travel Design,5.0,1,City Tours • Multi-day Tours
Arun Treks & Expedition,5.0,1,Climbing Tours • Nature & Wildlife Tours
Utkrista Travel,5.0,1,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Khasyor International,5.0,1,Speciality & Gift Shops
Travel to Himalayas,5.0,1,Multi-day Tours • Eco Tours
Pokhara Hemp Gallery,5.0,1,Speciality & Gift Shops
Golden Temple Singing bowls sound Healing Center,5.0,1,Historical & Heritage Tours
Sagarmatha Tea House,5.0,1,Speciality & Gift Shops
Aim Nepal Adeventure,5.0,1,Parasailing & Paragliding • Helicopter Tours
Nepal Travel Door - Day Tours,5.0,2,City Tours • Historical & Heritage Tours
Volant Travel,5.0,1,Multi-day Tours • Cultural Tours
Rental Car In Nepal,5.0,1,Taxis & Shuttles
Fishtail Organic Garden,5.0,1,Speciality & Gift Shops
Hike and Bike Nepal,5.0,1,Multi-day Tours • Private Tours
Reggae Bar Thamel,5.0,1,Bars & Clubs
Trekkers Paradise in Nepal,5.0,1,Multi-day Tours • Private Tours
Last Frontiers Trekking,5.0,1,Multi-day Tours • Cultural Tours
Trekking for Nepal,5.0,1,City Tours • Multi-day Tours
Nepal Vehicle Services Pvt Ltd,5.0,1,Taxis & Shuttles
Churen Himal Treks & Expedition,5.0,1,Climbing Tours • Hiking Trails
Poon hill and ghorepani trek,5.0,1,"Canyoning & Rappelling Tours • 4WD, ATV & Off-Road Tours"
Chetana Yoga and Natural Spa Treatment,5.0,1,Bike Tours
Lagom,5.0,1,Speciality & Gift Shops
Gurkha Encounters,5.0,1,Multi-day Tours • Cultural Tours
Yakky Tours Private Limited,5.0,1,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Ultra Nepal Travel & Treks,5.0,1,Parasailing & Paragliding • Multi-day Tours
Visit View Nepal Treks and Expedition,5.0,1,Multi-day Tours • Climbing Tours
Tara Oriental,5.0,1,Speciality & Gift Shops
Bhimtal,5.0,1,Historical & Heritage Tours • Sightseeing Tours
stepupadventure,5.0,1,"4WD, ATV & Off-Road Tours • Helicopter Tours"
Luxury DMC Travel,5.0,1,Parasailing & Paragliding • Canyoning & Rappelling Tours
Australian Camp,5.0,1,Hiking Trails • Hiking & Camping Tours
Yarsa,5.0,1,Adrenaline & Extreme Tours • Walking Tours
Guide Nepal Holidays Pvt Ltd,5.0,1,Cultural Tours • Safaris
Himalayan Concord,5.0,1,Multi-day Tours • Taxis & Shuttles
Lapha Holidays,5.0,1,Multi-day Tours • Helicopter Tours
Lead Nepal Treks,5.0,1,Multi-day Tours • Sightseeing Tours
Simple Nepal Adventure Travel Pvt Ltd,5.0,1,Multi-day Tours • Private Tours
Machapuchare Trekking,5.0,1,Sightseeing Tours • Hiking & Camping Tours
Exquisite Himalaya Pvt Ltd,5.0,1,Climbing Tours • Hiking & Camping Tours
Divine International Explore and Treks,5.0,1,Hiking & Camping Tours
Pokhara Trekking Guides,5.0,1,Multi-day Tours • Taxis & Shuttles
ekadesma,5.0,1,Paint & Pottery Studios
The Xutti Pvt Ltd,5.0,1,City Tours • Multi-day Tours
Green Paw Adventures Nepal,5.0,1,Multi-day Tours • Climbing Tours
Dambar International,5.0,1,Cultural Tours • Shopping Tours
Koili Tours,5.0,1,Parasailing & Paragliding • Helicopter Tours
Himalayan Inn Treks and Expedition Pvt Ltd,5.0,1,Multi-day Tours • Adrenaline & Extreme Tours
Nepal Ski & Mountain Inst,5.0,1,Ski & Snow Tours
Gautam Gift Emporium,5.0,1,Speciality & Gift Shops
Craft Cave Centre,5.0,1,Speciality & Gift Shops
Alpwander_Adventures,5.0,1,Multi-day Tours • Adrenaline & Extreme Tours
Himalayan Footsteps Travel and Tour PvtLtd,5.0,1,Hiking & Camping Tours
Lakeside Travels and Tours,5.0,1,Multi-day Tours • Taxis & Shuttles
Everest Pashmina Store,5.0,1,Speciality & Gift Shops
Susan Manandhar,5.0,1,Multi-day Tours • Private Tours
Nihosi Travels & Tours,5.0,1,Multi-day Tours • Eco Tours
Mountain Buddha Holidays,5.0,1,"4WD, ATV & Off-Road Tours • Taxis & Shuttles"
Nepal Car Rent,5.0,1,Taxis & Shuttles
Hamro Hastakala,5.0,1,Speciality & Gift Shops • Antique Shops
Shikhar Adventure,5.0,1,Multi-day Tours • Hiking & Camping Tours
Zen Adventure Holidays,5.0,1,Cultural Tours • Historical & Heritage Tours
Shangri La Journeys,5.0,1,Multi-day Tours • Cultural Tours
Nepal Organic Tea Shop,5.0,1,Speciality & Gift Shops
Life In Nepal,5.0,1,"Parasailing & Paragliding • 4WD, ATV & Off-Road Tours"
Himalayan Yoga Academy,5.0,1,Yoga & Pilates
More Than Mountain Treks,5.0,1,"4WD, ATV & Off-Road Tours • Helicopter Tours"
Gorkha Treks,5.0,1,Hiking & Camping Tours • Nature & Wildlife Tours
Barefoot Adventures,5.0,1,Multi-day Tours • River Rafting & Tubing
Mayur Adventures,5.0,1,City Tours • Multi-day Tours
Kamala Yoga Nepal,5.0,1,Multi-day Tours • Hiking & Camping Tours
Freelancer trekking,5.0,1,"4WD, ATV & Off-Road Tours • Walking Tours"
Adler Adventure Trekking,5.0,1,Multi-day Tours • Cultural Tours
Nepal Travels Expedition Pvt Ltd,5.0,1,Parasailing & Paragliding • River Rafting & Tubing
Everest Holiday Adventure,5.0,1,Helicopter Tours • Climbing Tours
Kami Nurbu Sherpa,5.0,1,Multi-day Tours • Private Tours
Pashmina In Nepal,5.0,1,Speciality & Gift Shops
SAN TREKKING PVTLTD,5.0,1,Parasailing & Paragliding • Multi-day Tours
Bhimsen Travels,5.0,1,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Trips Himalaya,5.0,1,City Tours • Multi-day Tours
Sherpa World Adventure,5.0,1,Parasailing & Paragliding • Multi-day Tours
Everest Tea Shop and Handicrafts,5.0,1,Speciality & Gift Shops
Camel Safari,4.0,4,Nature & Wildlife Tours
Arma Trek&Tours,5.0,1,Multi-day Tours • Private Tours
Waiba Adventure,5.0,1,Multi-day Tours • Walking Tours
Voyage De Himalayas,5.0,1,Sports Camps & Clinics • Horse-Drawn Carriage Tours
Nature Treks Himalayas,5.0,1,Multi-day Tours
Helicopter Charter Services,5.0,1,Helicopter Tours • Sightseeing Tours
Suman Khatiwada,5.0,1,Parasailing & Paragliding • Multi-day Tours
New Boudha Handicraft,5.0,1,Speciality & Gift Shops
Wonderland Treks,5.0,1,Multi-day Tours • Hiking & Camping Tours
Bergwandern Nepal,5.0,1,City Tours • Multi-day Tours
Senses Spa & Beauty Home,3.5,5,Spas
Cotton Mill Nepal,5.0,1,Speciality & Gift Shops
Karma Trek & Adventure Nepal PvtLtd,5.0,1,Parasailing & Paragliding • River Rafting & Tubing
Hikes Nepal,5.0,1,Parasailing & Paragliding • City Tours
Incredible Mountains,5.0,1,Sightseeing Tours • Hiking & Camping Tours
HimEX Nepal Pvt Ltd,5.0,1,Multi-day Tours • Hiking & Camping Tours
Aryatara Holidays,5.0,1,City Tours • Multi-day Tours
Nepaltrekstourcom,5.0,1,Multi-day Tours • Safaris
Holidays Destination Trekking & Expedition,5.0,6,Hiking & Camping Tours
Elite Himalayan Adventure,5.0,1,Climbing Tours • Hiking & Camping Tours
Together Nepal Tours,5.0,1,City Tours • Multi-day Tours
Freedom Motorcycle Tours & Rental,5.0,1,Self-Guided Tours & Rentals
